"","tweetsdf2.text","id"
"240","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",240
"241","RT @popsknox: @hoosierworld @SusanSarandon This is a woman who trekked through Central American jungles delivering baby formula to impoveri…",241
"242","RT @popsknox: @hoosierworld @SusanSarandon This is a woman who trekked through Central American jungles delivering baby formula to impoveri…",242
"243","@hoosierworld @SusanSarandon This is a woman who trekked through Central American jungles delivering baby formula t… https://t.co/4teq4vRCyH",243
"244","RT @dannyy_yyyy: I thought Post Malone was that app that Trisha Paytas uses to get Starbucks delivered to her house",244
"245","""I don’t want to hear your language"" a white woman told 2 #Koreans @ a Starbucks in CA; I only wish I could speak… https://t.co/vnUrgZlGKC",245
"246","RT @nan5zac: @brittanybg @Starbucks 2 much sugar right?
How many calories??",246
"247","@brittanybg @Starbucks 2 much sugar right?
How many calories??",247
"248","This racist woman was kicked out of Starbucks by the police, because karma is real https://t.co/fO3yQXe3SP via @hellogiggles",248
"249","@PolitiBunny All the complaining while standing in line for their IPhones or drinking $11 lattes at starbucks.  But yea....corporations.",249
"250","#fauxfurofcourse #dayoffwork #noworkandcoffee @ Starbucks https://t.co/6o4so06FR8",250
"251","I'm at Starbucks in New York, NY https://t.co/qXunn8qCTK",251
"252","I'm at Starbucks in Flushing, NY https://t.co/CVAk7pwidZ",252
"253","I just want a man to show up at my doorstep with @Starbucks and  wedding ring and say, “I’m sorry I made you wait so long!” ",253
"254","RT @SCMagazine: Starbucks free Wi-Fi caught secretly mining cryptocurrency https://t.co/ucF2SPWSqn",254
"255","RT @SCMagazine: Starbucks free Wi-Fi caught secretly mining cryptocurrency https://t.co/ucF2SPWSqn",255
"256","@QueenSaidThat @Starbucks @DunkinDonuts @McDonalds Now see... now I've got to try that out.",256
"257","RT @jack3gallagher: Chick fila and Starbucks coming to the port Richmond village is a come up",257
"258","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",258
"259","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/NlbtYiWqiE",259
"260","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/DscxpBIVFr",260
"261","@Starbucks y'all needa get a liquor license I would've done anything for some jamo in my coffee",261
"262","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/PYY1ZlPihK",262
"263","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/32VXsqoOKt",263
"264","@VinceFang Stop going to Starbucks! Your wallet and taste buds will thank you. ",264
"265","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/kgveoIvsK7",265
"266","Ranch Bugles and @Starbucks really don't mix.
In other news, my diet can only be described as ""unsupervised toddler at a Birthday party.""",266
"267","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/3uaNEOl0JO",267
"268","Didn’t Starbucks just a few years ago contract it’s food offerings in order to focus on its core coffee products? S… https://t.co/wfTxGOdQFH",268
"269","RT @thisisinsider: Welcome to the largest @Starbucks in the world ☕️ https://t.co/ib0ZO3PXc5",269
"270","It took everything in me to hold back from shaking a child in Starbucks this morning while I was waiting for my fre… https://t.co/BY9q6gXBAn",270
"271","Video captures woman's racist rant against Korean students at California Starbucks https://t.co/9eGTb1zKjy",271
"272","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",272
"273","A $10 starbucks giftcard #WorstGiftEver",273
"274","I'm here at Starbucks and it's a official. I'm going to throw a bottle at Michael Buble next show.",274
"275","RT @thisisinsider: Welcome to the largest @Starbucks in the world ☕️ https://t.co/ib0ZO3PXc5",275
"276","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks https://t.co/rnXI76Hdah https://t.c…",276
"277","I swear peanut butter toast and Starbucks iced coffee is the best combination ever ☕️",277
"278","Crazy Racist Lady At Starbucks Gets Upset At People Speaking Korean https://t.co/6AMFj8J7WI https://t.co/bS61t7gHrW",278
"279","Na this Starbucks is too lit Lmaoo or too ghetto one of those. Music is on 1000 early in the morning",279
"280","I accidentally asked for a grande instead of a tall at starbucks because I DONT UNDERSTAND HOW THEIR ARBITRARY SIZI… https://t.co/QB6sIqIp1b",280
"281","They are playing Kanye West love lockdown at Starbucks I can’t tell if this is a bad cover or maybe I just don’t like this song",281
"282","@Starbucks why is there no heat at your 42st &amp; 2nd ave location? All employees are wearing coats!! This is not cool… https://t.co/KuSccdmxdL",282
"283","Starbucks x Converse https://t.co/kNAwf3Lo8f",283
"284","This guy next to me in Starbucks won’t stfu ... out here talking to everyone who walks past him",284
"285","Love Starbucks !",285
"286","@Starbucks playing the @NICKIMINAJ verse from @2chainz “I love dem strippers” is the reason I will continue coming here everyday ",286
"287","i think one of my favorite things is when somebody @ starbucks doesn’t come get their drink and the barista just lo… https://t.co/fxw61seCt5",287
"288","RT @thisisinsider: This is a @Starbucks lover's dream come true  ☕️ https://t.co/mhmQCErAGe",288
"289","The #EmberMug @Starbucks is one of #Time's Top #inventions of 2017. Here are the rest: https://t.co/ADyrjs5zao",289
"290","When you wait in for 20 minutes @Starbucks to get the wrong food order and wrong drink. Taking my gold card to @DunkinDonuts",290
"291","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks: https://t.co/p2g80YBIYC https://t.…",291
"292","RT @SCMagazine: Starbucks free Wi-Fi caught secretly mining cryptocurrency https://t.co/ucF2SPWSqn",292
"293","This starbucks is playing I Don't Fuck With You.  Idk how I feel",293
"294","RT @TheRoot: White lady hauled away by cops after racist freakout at Korean woman in Bay Area Starbucks https://t.co/MhB0CMkUs6 https://t.c…",294
"295","RT @POPSUGARMoms: ""I walk up to the barista, order a nuclear dose of caffeine . . . and then . . . I feel a cool breeze. On my butt."" https…",295
"296","RT @SCMagazine: Starbucks free Wi-Fi caught secretly mining cryptocurrency https://t.co/ucF2SPWSqn",296
"297","RT @Jeer215: ATTENTION BLUE TEAM: Tonight is Barns &amp; Nobel night at Neshaminy Mall!! Buy blue Frappes at the Starbucks and come support bl…",297
"298","It’s been 11 days. Since I haven’t had Starbucks coffee. Or coffee period. Let’s see how much longer I last.  ",298
"299","The hipster barista at Starbucks had an avocado tattoo and yeah that sounds about right https://t.co/BeyBf5e3Hj",299
"300","RT @NYCOrganix: Those interested in my #Health&amp;Wellness event on January 11th can send me DM for ticket info. You will automatically be ent…",300
"301","RT @motherboard: Hackers hijacked an internet provider to mine cryptocurrency with laptops in Starbucks: https://t.co/p2g80YBIYC https://t.…",301
"302","Ok maybe once a week or every Friday I’ll go to Starbucks before work",302
"303","Risk more than others think is safe. Dream more than others think is practical. ~ Howard Schultz, Starbucks CEO https://t.co/n7DlCFiZSx",303
"304","""I walk up to the barista, order a nuclear dose of caffeine . . . and then . . . I feel a cool breeze. On my butt."" https://t.co/C1bWNud5Tq",304
"305","RT @tiwyf: Starbucks' Duffins wish they were Cronuts http://t.co/AKN6BmHJAs via @TheWeek http://t.co/tKIEzCTsFE",305
"306","@jigglephysician Wanna go get Starbucks and cry while wearing all black?",306
"307","RT @ngalizia: If I didn't drink Starbucks everyday of my life I'd probably be a millionaire",307
"308","@thejunglejane you can smoke at starbucks in paris which is the greatest fucking thing",308
"309","@inkedkristina @Starbucks We just need to move the internet over a little bit and things will be all good lol",309
"310","i am so excited to go to starbucks in paris that i can barely contain myself https://t.co/RDpgvQ8nLn",310
"311","RT @SCMagazine: Starbucks free Wi-Fi caught secretly mining cryptocurrency https://t.co/ucF2SPWSqn",311
"312","Just made my 2nd ever Starbucks purchase I’m doing my best not to turn in a coffee drinker man",312
"313","FULL DISCLOSURE:

I went the Starbucks route with the gift exchange. I am a part of the problem.",313
"314","RT @Jeer215: ATTENTION BLUE TEAM: Tonight is Barns &amp; Nobel night at Neshaminy Mall!! Buy blue Frappes at the Starbucks and come support bl…",314
"315","RT @SCMagazine: Starbucks free Wi-Fi caught secretly mining cryptocurrency https://t.co/ucF2SPWSqn",315
"316","Effed up my alarm this morning but managed to create a $6.37 drink at Starbucks to redeem with my reward points, so #winning",316
"317","RT @iahdubauhsoj: AGHHH they’re playing soca in the Starbucks on the Ave.  These gentrifiers are evolving",317
"318","RT @Jeer215: ATTENTION BLUE TEAM: Tonight is Barns &amp; Nobel night at Neshaminy Mall!! Buy blue Frappes at the Starbucks and come support bl…",318
"319","ATTENTION BLUE TEAM: Tonight is Barns &amp; Nobel night at Neshaminy Mall!! Buy blue Frappes at the Starbucks and come support blue!!!",319
"320","Starbucks really out here finessing $10 outta me for a small drink and a sandwich lmao",320
"321","Starbucks whos paying? #FinSub #FinDom #PayUp",321
"322","Just watched this again, now I’m crying in a Starbucks",322
"323","RT @TheRoot: White lady hauled away by cops after racist freakout at Korean woman in Bay Area Starbucks https://t.co/MhB0CMkUs6 https://t.c…",323
"324","RT @kmcpartland: Signs the market is too frothy - listening to a startup pitch for funding in a Starbucks all the way up in Connecticut.  F…",324
"325","Metaphor for my week: Starbucks barista is handing me my coffee and breakfast but instead just throws it on the floor.",325
"326","RT @Davinaaiko: I remember last year I was working zumiez and starbucks part time, &amp; since they were so close to each other I’d be running…",326
"327","If you are already lucky enough to have your drink at Starbucks then get the hell out of my way.",327
"328","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",328
"329","RT @SCMagazine: Starbucks free Wi-Fi caught secretly mining cryptocurrency https://t.co/ucF2SPWSqn",329
"330","It's so satisfying walking into a super crowded NYC @Starbucks but it's still running like a well oiled machine. Can't be easy!",330
"331","@Starbucks how could all three of your shops in the area not have your lemon yogurt?  And for over a week?",331
"332","RT @joshsternberg: I just saw two middle aged white dudes “cheers” each other with Starbucks coffee",332
"333","@Starbucks when are y'all bringing the nitro flat white to NYC???",333
"334","RT @SCMagazine: Starbucks free Wi-Fi caught secretly mining cryptocurrency https://t.co/ucF2SPWSqn",334
"335","@justcatchmedemi @ddlovato @Starbucks @MomsDemand So cute",335
"336","RT @SCMagazine: Starbucks free Wi-Fi caught secretly mining cryptocurrency https://t.co/ucF2SPWSqn",336
"337","Starbucks free Wi-Fi caught secretly mining cryptocurrency https://t.co/ucF2SPWSqn",337
"338","And now a barista just woke up a woman who was sleeping at one of the tables. This Starbucks (49th and 8th) has everything.",338
"339","RT @thisisinsider: Welcome to the largest @Starbucks in the world ☕️ https://t.co/ib0ZO3PXc5",339
"340","You can tell it’s pay day based on the amount of bagels, Dunkin cups, and Starbucks cups you see in the office",340
"341","RT @thisisinsider: Welcome to the largest @Starbucks in the world ☕️ https://t.co/ib0ZO3PXc5",341
"342","I can’t find a #seat to #sit, #rest, &amp; #relax at #Starbucks. #WTF? #Coffee #cafe #restaurant… https://t.co/Gd8jCxdp9n",342
"343","Venti freebee tgif (@ Starbucks in New York, NY) https://t.co/0fltxfgaeT",343
"344","RT @joshsternberg: I just saw two middle aged white dudes “cheers” each other with Starbucks coffee",344
"345","I just saw two middle aged white dudes “cheers” each other with Starbucks coffee",345
"346","Ima just drink Starbucks doubleshots from now because I be tired",346
"347","If I didn't drink Starbucks everyday of my life I'd probably be a millionaire",347
"348","Why do I eat a starbucks egg n cheese sandwich once a week-ish if I ACTIVELY don't like them????",348
"349","Starbucks only  https://t.co/grhZ1mo3LH",349
"350","Starbucks patron kicked out for harassing international student who was speaking Korean https://t.co/W4hSKSKjZh",350
"351","Just got finish doing a 2hr workout with my trainer who doesn't let upand I'm gonna treat myself to Starbucks and… https://t.co/pMBrH9AqMX",351
"352","Starbucks lady: What’s your name?
Me: J-O-N
Starbucks lady: https://t.co/kqNoCDQNwU",352
"353","@ItsIeshaa Surely the Starbucks everything bagel with cream cheese is heaven? Yes? Yes.",353
"354","Sitting in Starbucks completing some emails and contacts for Church Planters and can’t help but notice the fake... https://t.co/o4Dopq2x04",354
